year,gender,count,name,rank
2003,male,188,Max,22
2003,male,184,Michael,23
2003,male,173,Jordan,24
2003,male,171,Nathan,25
2003,male,158,Joseph,26
2003,male,156,Alexander,27
2003,male,144,Blake,28
2003,male,138,Lachlan,29
2003,male,132,Nicholas,30
2003,male,130,Harrison,31
2003,male,129,Isaac,32
2003,male,129,Riley,33
2003,male,128,George,34
2003,male,126,Tyler,35
2003,male,122,Bailey,36
2003,male,119,Adam,37
2003,male,118,Alex,38
2003,male,118,Noah,39
2003,male,110,Jackson,40
2003,male,106,Hamish,41
2003,male,105,Andrew,42
2003,male,105,Hunter,43
2003,male,105,Reuben,44
2003,male,104,Callum,45
2003,male,104,Elijah,46
2003,male,101,Cody,47
2003,male,99,John,48
2003,male,98,David,49
2003,male,98,Harry,50
2003,male,95,Ben,51
2003,male,94,Finn,52
2003,male,94,Jake,53
2003,male,94,Lucas,54
2003,male,93,Sam,55
2003,male,93,Zachary,56
2003,male,88,Levi,57
2003,male,87,Jamie,58
2003,male,86,Aidan,59
2003,male,86,Joel,60
2003,male,86,Mitchell,61
2003,male,85,Cole,62
2003,male,85,Oscar,63
2003,male,83,Sean,64
2003,male,81,Angus,65
2003,male,81,Christopher,66
2003,male,80,Kyle,67
2003,male,79,Dominic,68
2003,male,78,Xavier,69
2003,male,77,Hayden,70
2003,male,76,Flynn,71
2003,male,75,Aaron,72
2003,male,74,Anthony,73
2003,male,74,Henry,74
2003,male,73,Patrick,75
2003,male,70,Bradley,76
2003,male,70,Jesse,77
2003,male,65,Robert,78
2003,male,64,Brayden,79
2003,male,64,Toby,80
2003,male,63,Brodie,81
2003,male,62,Taylor,82
2003,male,61,Timothy,83
2003,male,59,Gabriel,84
2003,male,59,Jonathan,85
2003,male,59,Leo,86
2003,male,59,Regan,87
2003,male,58,Mason,88
2003,male,58,Peter,89
2003,male,57,Charlie,90
2003,male,57,Christian,91
2003,male,57,Jason,92
2003,male,56,Jared,93
2003,male,56,Seth,94
2003,male,55,Louis,95
2003,male,54,Rhys,96
2003,male,54,Sebastian,97
2003,male,53,Kaleb,98
2003,male,53,Nathaniel,99
2003,male,53,Vincent,100
1987,male,789,Michael,1
1987,male,779,Daniel,2
1987,male,724,Matthew,3
1987,male,638,James,4
1987,male,585,Christopher,5
1987,male,536,Andrew,6
1987,male,505,Samuel,7
1987,male,503,Joshua,8
1987,male,502,David,9
1987,male,456,Benjamin,10
1987,male,451,Nicholas,11
1987,male,401,Thomas,12
1987,male,329,Adam,13
1987,male,328,Timothy,14
1987,male,323,Jason,15
1987,male,293,Scott,16
1987,male,289,Richard,17
1987,male,281,Mark,18
1987,male,278,William,19
1987,male,266,John,20
1987,male,261,Ryan,21
1987,male,259,Robert,22
1987,male,254,Simon,23
1987,male,250,Luke,24
1987,male,235,Paul,25
1987,male,223,Aaron,26
1987,male,215,Joseph,27
1987,male,214,Jonathan,28
1987,male,212,Peter,29
1987,male,209,Steven,30
1987,male,207,Hayden,31
1987,male,197,Jeremy,32
1987,male,183,Shane,33
1987,male,182,Nathan,34
1987,male,174,Alexander,35
1987,male,172,Hamish,36
1987,male,169,Cameron,37
1987,male,160,Anthony,38
1987,male,158,Jamie,39
1987,male,158,Bradley,40
1987,male,154,Stephen,41
1987,male,153,Shaun,42
1987,male,144,Jordan,43
1987,male,137,Phillip,44
1987,male,129,Craig,45
1987,male,123,Jacob,46
1987,male,123,Dylan,47
1987,male,122,Kieran,48
1987,male,115,Mathew,49
1987,male,112,Kyle,50
1987,male,111,Patrick,51
1987,male,110,Joel,52
1987,male,109,Jesse,53
1987,male,109,Ashley,54
1987,male,105,Karl,55
1987,male,94,Sean,56
1987,male,93,Jared,57
1987,male,91,Tony,58
1987,male,88,Edward,59
1987,male,87,Troy,60
1987,male,85,Philip,61
1987,male,84,Logan,62
1987,male,82,Liam,63
1987,male,81,Caleb,64
1987,male,80,George,65
1987,male,80,Dean,66
1987,male,78,Carl,67
1987,male,77,Kurt,68
1987,male,77,Kane,69
1987,male,73,Justin,70
1987,male,71,Isaac,71
1987,male,70,Gregory,72
1987,male,68,Ricky,73
1987,male,68,Blair,74
1987,male,66,Kevin,75
1987,male,66,Ben,76
1987,male,64,Brendon,77
1987,male,64,Charles,78
1987,male,63,Shannon,79
1987,male,62,Lee,80
1987,male,61,Martin,81
1987,male,61,Gareth,82
1987,male,61,Lance,83
1987,male,60,Mitchell,84
1987,male,60,Cody,85
1987,male,59,Alex,86
1987,male,58,Morgan,87
1987,male,58,Rhys,88
1987,male,56,Sam,89
1987,male,56,Raymond,90
1987,male,56,Oliver,91
1987,male,56,Brendan,92
1987,male,55,Brett,93
1987,male,54,Todd,94
1987,male,54,Henry,95
1987,male,53,Stuart,96
1987,male,51,Brent,97
1987,male,50,Alan,98
1987,male,49,Grant,99
1987,male,48,Zane,100
2019,male,335,Oliver,1
2019,male,297,Noah,2
2019,male,257,Leo,3
2019,male,251,Jack,4
2019,male,247,Lucas,5
2019,male,232,George,6
2019,male,210,William,7
2019,male,210,James,8
2019,male,202,Thomas,9
2019,male,192,Charlie,10
2019,male,180,Arlo,11
2019,male,178,Hunter,12
2019,male,175,Liam,13
2019,male,175,Mason,14
2019,male,169,Theodore,15
2019,male,164,Oscar,16
2019,male,162,Ethan,17
2019,male,157,Elijah,18
2019,male,154,Lachlan,19
2019,male,149,Henry,20
2019,male,145,Max,21
2019,male,144,Hudson,22
2019,male,143,Cooper,23
2019,male,140,Alexander,24
2019,male,136,Luca,25
2019,male,134,Jackson,26
2019,male,131,Jacob,27
2019,male,129,Carter,28
2019,male,127,Benjamin,29
2019,male,125,Levi,30
2019,male,123,Archie,31
2019,male,121,Finn,32
2019,male,121,Harrison,33
2019,male,119,Joshua,34
2019,male,118,Arthur,35
2019,male,117,Isaac,36
2019,male,116,Samuel,37
2019,male,115,Harry,38
2019,male,110,Beau,39
2019,male,110,Hugo,40
2019,male,104,Lincoln,41
2019,male,104,Ryan,42
2019,male,101,Caleb,43
2019,male,101,Theo,44
2019,male,100,Eli,45
2019,male,99,Asher,46
2019,male,99,Felix,47
2019,male,96,Daniel,48
2019,male,96,Luke,49
2019,male,95,Logan,50
2019,male,93,Archer,51
2019,male,92,Ezra,52
2019,male,90,Riley,53
2019,male,90,Joseph,54
2019,male,87,Blake,55
2019,male,86,Harvey,56
2019,male,85,Jaxon,57
2019,male,85,Grayson,58
2019,male,81,Xavier,59
2019,male,78,John,60
2019,male,78,Louie,61
2019,male,78,Jayden,62
2019,male,77,Jasper,63
2019,male,75,Austin,64
2019,male,74,Braxton,65
2019,male,73,Toby,66
2019,male,73,Connor,67
2019,male,73,Ryder,68
2019,male,73,Matthew,69
2019,male,72,Nathan,70
2019,male,72,Roman,71
2019,male,72,Sebastian,72
2019,male,70,Angus,73
2019,male,70,Jordan,74
2019,male,69,Louis,75
2019,male,65,Edward,76
2019,male,64,Tyler,77
2019,male,63,Adam,78
2019,male,63,Ashton,79
2019,male,62,Luka,80
2019,male,61,Zion,81
2019,male,61,Wyatt,82
2019,male,60,Charles,83
2019,male,59,Bodhi,84
2019,male,59,Isaiah,85
2019,male,59,Ezekiel,86
2019,male,59,Dylan,87
2019,male,57,Aiden,88
2019,male,56,Michael,89
2019,male,53,Zachary,90
2019,male,51,Micah,91
2019,male,51,Harley,92
2019,male,51,Flynn,93
2019,male,50,Phoenix,94
2019,male,50,Reuben,95
2019,male,49,Gabriel,96
2019,male,49,Elliot,97
2019,male,48,Nikau,98
2019,male,48,Leon,99
2019,male,48,David,100
1958,male,1484,Peter,1
1958,male,1238,David,2
1958,male,1181,John,3
1958,male,1007,Michael,4
1958,male,873,Stephen,5
1958,male,803,Paul,6
1958,male,752,Mark,7
1958,male,708,Robert,8
1958,male,680,Christopher,9
1958,male,551,Kevin,10
1958,male,482,Richard,11
1958,male,445,Anthony,12
1958,male,433,Ian,13
1958,male,429,William,14
1958,male,422,Wayne,15
1958,male,392,Grant,16
1958,male,376,Alan,17
1958,male,368,Brian,18
1958,male,368,Bruce,19
1958,male,359,Murray,20
1958,male,358,Gary,21
1958,male,348,Graeme,22
1958,male,347,James,23
1958,male,330,Gregory,24
1958,male,297,Steven,25
1958,male,291,Ross,26
1958,male,277,Andrew,27
1958,male,268,Philip,28
1958,male,267,Colin,29
1958,male,265,Graham,30
1958,male,253,Geoffrey,31
1958,male,243,Allan,32
1958,male,241,Barry,33
1958,male,225,Keith,34
1958,male,225,Kenneth,35
1958,male,210,Trevor,36
1958,male,203,Donald,37
1958,male,198,Neil,38
1958,male,195,Raymond,39
1958,male,184,Garry,40
1958,male,180,Martin,41
1958,male,173,Stuart,42
1958,male,172,Thomas,43
1958,male,170,Simon,44
1958,male,168,Roger,45
1958,male,166,Russell,46
1958,male,163,Timothy,47
1958,male,163,Craig,48
1958,male,159,Patrick,49
1958,male,158,Phillip,50
1958,male,153,Brent,51
1958,male,149,Warren,52
1958,male,149,Tony,53
1958,male,143,Robin,54
1958,male,135,Malcolm,55
1958,male,132,Kerry,56
1958,male,130,Jeffrey,57
1958,male,129,Ronald,58
1958,male,128,Douglas,59
1958,male,124,Joseph,60
1958,male,118,Gavin,61
1958,male,115,Nigel,62
1958,male,112,Neville,63
1958,male,112,Dennis,64
1958,male,110,Gordon,65
1958,male,106,Terence,66
1958,male,106,George,67
1958,male,103,Leslie,68
1958,male,103,Brett,69
1958,male,101,Edward,70
1958,male,94,Charles,71
1958,male,94,Dean,72
1958,male,93,Nicholas,73
1958,male,92,Rodney,74
1958,male,92,Lance,75
1958,male,88,Derek,76
1958,male,86,Shane,77
1958,male,85,Noel,78
1958,male,84,Lindsay,79
1958,male,83,Eric,80
1958,male,79,Glenn,81
1958,male,79,Bryan,82
1958,male,73,Rex,83
1958,male,73,Bernard,84
1958,male,67,Maurice,85
1958,male,66,Alexander,86
1958,male,64,Alistair,87
1958,male,63,Terry,88
1958,male,61,Ivan,89
1958,male,61,Desmond,90
1958,male,61,Daniel,91
1958,male,60,Owen,92
1958,male,60,Lawrence,93
1958,male,60,Gerard,94
1958,male,60,Arthur,95
1958,male,58,Warwick,96
1958,male,57,Walter,97
1958,male,57,Matthew,98
1958,male,55,Stewart,99
1958,male,55,Leonard,100
1990,male,752,Matthew,1
1990,male,724,Daniel,2
1990,male,708,Michael,3
1990,male,678,James,4
1990,male,654,Samuel,5
1990,male,637,Joshua,6
1990,male,493,Benjamin,7
1990,male,486,Christopher,8
1990,male,467,Thomas,9
1990,male,431,David,10
1990,male,411,Nicholas,11
1990,male,406,Andrew,12
1990,male,307,Ryan,13
1990,male,299,Cameron,14
1990,male,296,William,15
1990,male,288,Jason,16
1990,male,281,Scott,17
1990,male,269,Jesse,18
1990,male,251,Joseph,19
1990,male,249,Jordan,20
1990,male,248,Timothy,21
1990,male,244,John,22
1990,male,232,Jamie,23
1990,male,229,Robert,24
1990,male,227,Luke,25
1990,male,217,Richard,26
1990,male,217,Aaron,27
1990,male,216,Mark,28
1990,male,211,Jonathan,29
1990,male,203,Anthony,30
1990,male,201,Adam,31
1990,male,200,Nathan,32
1990,male,194,Hamish,33
1990,male,184,Simon,34
1990,male,184,Sean,35
1990,male,183,Hayden,36
1990,male,179,Jacob,37
1990,male,178,Dylan,38
1990,male,176,Alexander,39
1990,male,167,Peter,40
1990,male,157,Shaun,41
1990,male,151,Steven,42
1990,male,149,Jeremy,43
1990,male,146,Shane,44
1990,male,146,Liam,45
1990,male,134,Bradley,46
1990,male,132,Ethan,47
1990,male,124,Paul,48
1990,male,121,Sam,49
1990,male,117,Stephen,50
1990,male,115,Patrick,51
1990,male,115,George,52
1990,male,112,Logan,53
1990,male,108,Joel,54
1990,male,107,Corey,55
1990,male,102,Ben,56
1990,male,100,Troy,57
1990,male,100,Mathew,58
1990,male,99,Kieran,59
1990,male,96,Jared,60
1990,male,96,Alex,61
1990,male,94,Zachary,62
1990,male,93,Mitchell,63
1990,male,89,Kyle,64
1990,male,86,Cody,65
1990,male,84,Isaac,66
1990,male,84,Craig,67
1990,male,82,Phillip,68
1990,male,81,Vincent,69
1990,male,81,Caleb,70
1990,male,80,Oliver,71
1990,male,80,Justin,72
1990,male,80,Edward,73
1990,male,78,Karl,74
1990,male,78,Kane,75
1990,male,78,Ashley,76
1990,male,77,Zane,77
1990,male,77,Jack,78
1990,male,74,Blair,79
1990,male,72,Tony,80
1990,male,72,Kurt,81
1990,male,70,Dean,82
1990,male,68,Tyson,83
1990,male,63,Callum,84
1990,male,61,Henry,85
1990,male,61,Charles,86
1990,male,60,Todd,87
1990,male,59,Regan,88
1990,male,59,Lance,89
1990,male,57,Shannon,90
1990,male,56,Marcus,91
1990,male,56,Carl,92
1990,male,55,Trent,93
1990,male,55,Rhys,94
1990,male,55,Ricky,95
1990,male,55,Brendon,96
1990,male,55,Brendan,97
1990,male,54,Levi,98
1990,male,52,Stefan,99
1990,male,52,Philip,100
1974,male,880,Michael,1
1974,male,732,Mark,2
1974,male,699,Andrew,3
1974,male,697,David,4
1974,male,686,Jason,5
1974,male,664,Paul,6
1974,male,582,Matthew,7
1974,male,554,Daniel,8
1974,male,535,Craig,9
1974,male,515,Christopher,10
1974,male,488,Richard,11
1974,male,463,Aaron,12
1974,male,440,James,13
1974,male,436,Robert,14
1974,male,397,John,15
1974,male,372,Stephen,16
1974,male,355,Shane,17
1974,male,350,Simon,18
1974,male,326,Scott,19
1974,male,319,Steven,20
1974,male,310,Peter,21
1974,male,306,Nicholas,22
1974,male,281,Nathan,23
1974,male,263,Anthony,24
1974,male,260,Justin,25
1974,male,255,Grant,26
1974,male,239,Timothy,27
1974,male,230,Glenn,28
1974,male,225,Dean,29
1974,male,222,Tony,30
1974,male,206,Jonathan,31
1974,male,202,Gregory,32
1974,male,201,Brendon,33
1974,male,198,William,34
1974,male,194,Jeremy,35
1974,male,193,Wayne,36
1974,male,191,Glen,37
1974,male,181,Brent,38
1974,male,171,Darren,39
1974,male,166,Benjamin,40
1974,male,162,Shaun,41
1974,male,161,Nigel,42
1974,male,153,Karl,43
1974,male,153,Adam,44
1974,male,149,Stuart,45
1974,male,146,Phillip,46
1974,male,145,Philip,47
1974,male,145,Hamish,48
1974,male,140,Carl,49
1974,male,136,Dion,50
1974,male,136,Blair,51
1974,male,128,Joseph,52
1974,male,128,Kevin,53
1974,male,120,Thomas,54
1974,male,116,Mathew,55
1974,male,112,Gavin,56
1974,male,112,Ian,57
1974,male,111,Brett,58
1974,male,110,Samuel,59
1974,male,109,Clinton,60
1974,male,108,Brian,61
1974,male,106,Sean,62
1974,male,106,Brendan,63
1974,male,99,Martin,64
1974,male,99,Jamie,65
1974,male,99,Bruce,66
1974,male,97,Hayden,67
1974,male,97,Edward,68
1974,male,97,Cameron,69
1974,male,96,Adrian,70
1974,male,95,Raymond,71
1974,male,94,Alan,72
1974,male,93,Joshua,73
1974,male,92,Ryan,74
1974,male,92,Gary,75
1974,male,88,Troy,76
1974,male,88,Gareth,77
1974,male,86,Kerry,78
1974,male,86,Duncan,79
1974,male,84,Damian,80
1974,male,84,Colin,81
1974,male,83,George,82
1974,male,82,Bradley,83
1974,male,81,Patrick,84
1974,male,79,Lance,85
1974,male,79,Geoffrey,86
1974,male,76,Antony,87
1974,male,75,Todd,88
1974,male,74,Bevan,89
1974,male,74,Damon,90
1974,male,71,Leon,91
1974,male,70,Russell,92
1974,male,69,Kyle,93
1974,male,69,Darryl,94
1974,male,68,Marcus,95
1974,male,67,Kelvin,96
1974,male,67,Jared,97
1974,male,67,Julian,98
1974,male,66,Rodney,99
1974,male,65,Warren,100
2006,male,534,Jack,1
2006,male,406,Joshua,2
2006,male,370,Daniel,3
2006,male,356,James,4
2006,male,332,William,5
2006,male,320,Samuel,6
2006,male,306,Jacob,7
2006,male,293,Thomas,8
2006,male,282,Benjamin,9
2006,male,282,Ryan,10
2006,male,275,Liam,11
2006,male,270,Oliver,12
2006,male,258,Ethan,13
2006,male,249,Luke,14
2006,male,246,Matthew,15
2006,male,234,Noah,16
2006,male,217,Caleb,17
2006,male,217,Max,18
2006,male,206,Jayden,19
2006,male,205,Logan,20
2006,male,203,Dylan,21
2006,male,188,Connor,22
2006,male,184,Alexander,23
2006,male,180,Blake,24
2006,male,169,Riley,25
2006,male,164,Charlie,26
2006,male,164,Nathan,27
2006,male,160,Tyler,28
2006,male,154,George,29
2006,male,154,Joseph,30
2006,male,149,Lucas,31
2006,male,148,Lachlan,32
2006,male,147,Harrison,33
2006,male,143,Cameron,34
2006,male,142,Jordan,35
2006,male,134,Isaac,36
2006,male,130,Michael,37
2006,male,129,Alex,38
2006,male,121,Finn,39
2006,male,118,Oscar,40
2006,male,117,Jackson,41
2006,male,108,Hunter,42
2006,male,105,Cody,43
2006,male,102,Harry,44
2006,male,101,Levi,45
2006,male,100,Adam,46
2006,male,100,Flynn,47
2006,male,99,Nicholas,48
2006,male,96,Jake,49
2006,male,96,Joel,50
2006,male,94,Toby,51
2006,male,92,Jesse,52
2006,male,91,Callum,53
2006,male,91,Xavier,54
2006,male,91,Zachary,55
2006,male,88,Angus,56
2006,male,88,Seth,57
2006,male,87,Henry,58
2006,male,87,Jamie,59
2006,male,86,Bailey,60
2006,male,86,David,61
2006,male,86,Sam,62
2006,male,85,John,63
2006,male,82,Ashton,64
2006,male,79,Christopher,65
2006,male,79,Hamish,66
2006,male,79,Sean,67
2006,male,78,Mitchell,68
2006,male,77,Sebastian,69
2006,male,76,Charles,70
2006,male,76,Elijah,71
2006,male,75,Hayden,72
2006,male,75,Leo,73
2006,male,74,Aidan,74
2006,male,73,Andrew,75
2006,male,72,Ben,76
2006,male,72,Kaleb,77
2006,male,72,Troy,78
2006,male,71,Cooper,79
2006,male,69,Mason,80
2006,male,68,Luca,81
2006,male,68,Phoenix,82
2006,male,67,Aaron,83
2006,male,66,Dominic,84
2006,male,64,Brooklyn,85
2006,male,64,Taylor,86
2006,male,63,Christian,87
2006,male,63,Quinn,88
2006,male,61,Jonathan,89
2006,male,58,Cole,90
2006,male,58,Robert,91
2006,male,57,Carlos,92
2006,male,57,Kyle,93
2006,male,56,Edward,94
2006,male,55,Carter,95
2006,male,55,Gabriel,96
2006,male,54,Patrick,97
2006,male,54,Reuben,98
2006,male,54,Vincent,99
2006,male,51,Felix,100
1966,male,1139,David,1
1966,male,1117,Michael,2
1966,male,947,Paul,3
1966,male,866,Andrew,4
1966,male,804,John,5
1966,male,782,Peter,6
1966,male,728,Mark,7
1966,male,695,Stephen,8
1966,male,619,Richard,9
1966,male,598,Robert,10
1966,male,566,Christopher,11
1966,male,501,Craig,12
1966,male,461,Shane,13
1966,male,388,Wayne,14
1966,male,370,Dean,15
1966,male,364,Grant,16
1966,male,361,Anthony,17
1966,male,358,James,18
1966,male,353,Darren,19
1966,male,343,Gregory,20
1966,male,324,Steven,21
1966,male,306,Kevin,22
1966,male,303,Ian,23
1966,male,271,William,24
1966,male,264,Philip,25
1966,male,255,Gary,26
1966,male,240,Simon,27
1966,male,231,Tony,28
1966,male,222,Timothy,29
1966,male,221,Brett,30
1966,male,221,Bruce,31
1966,male,218,Brent,32
1966,male,206,Brian,33
1966,male,199,Murray,34
1966,male,198,Phillip,35
1966,male,189,Nigel,36
1966,male,180,Martin,37
1966,male,177,Stuart,38
1966,male,172,Ross,39
1966,male,171,Matthew,40
1966,male,171,Alan,41
1966,male,161,Warren,42
1966,male,153,Glenn,43
1966,male,148,Geoffrey,44
1966,male,147,Thomas,45
1966,male,145,Colin,46
1966,male,143,Rodney,47
1966,male,142,Russell,48
1966,male,140,Raymond,49
1966,male,139,Jeffrey,50
1966,male,136,Graeme,51
1966,male,136,Graham,52
1966,male,134,Trevor,53
1966,male,134,Gavin,54
1966,male,133,Sean,55
1966,male,133,Neil,56
1966,male,133,Jason,57
1966,male,131,Kenneth,58
1966,male,127,Allan,59
1966,male,126,Joseph,60
1966,male,124,Scott,61
1966,male,124,Barry,62
1966,male,123,Patrick,63
1966,male,117,Nicholas,64
1966,male,114,Edward,65
1966,male,111,Antony,66
1966,male,108,Darryl,67
1966,male,107,Roger,68
1966,male,106,Jonathan,69
1966,male,103,Douglas,70
1966,male,103,Daniel,71
1966,male,99,Aaron,72
1966,male,97,Malcolm,73
1966,male,95,Kerry,74
1966,male,93,George,75
1966,male,91,Derek,76
1966,male,90,Lance,77
1966,male,90,Donald,78
1966,male,87,Darryn,79
1966,male,87,Darrin,80
1966,male,85,Ronald,81
1966,male,84,Adrian,82
1966,male,84,Carl,83
1966,male,83,Karl,84
1966,male,79,Charles,85
1966,male,76,Hamish,86
1966,male,75,Bryan,87
1966,male,74,Keith,88
1966,male,72,Kelvin,89
1966,male,72,Brendan,90
1966,male,72,Brendon,91
1966,male,71,Todd,92
1966,male,70,Gordon,93
1966,male,70,Adam,94
1966,male,69,Shayne,95
1966,male,68,Robin,96
1966,male,68,Glen,97
1966,male,67,Terry,98
1966,male,67,Neville,99
1966,male,66,Garry,100
1998,male,643,Joshua,1
1998,male,467,Matthew,2
1998,male,461,Samuel,3
1998,male,424,Liam,4
1998,male,387,James,5
1998,male,379,Jack,6
1998,male,376,Daniel,7
1998,male,364,Jacob,8
1998,male,359,Benjamin,9
1998,male,346,Thomas,10
1998,male,331,William,11
1998,male,310,Cameron,12
1998,male,284,Dylan,13
1998,male,274,Jordan,14
1998,male,265,Michael,15
1998,male,255,Connor,16
1998,male,242,Ryan,17
1998,male,227,Caleb,18
1998,male,217,Ethan,19
1998,male,214,Luke,20
1998,male,203,Nicholas,21
1998,male,189,Nathan,22
1998,male,187,Jayden,23
1998,male,187,Alexander,24
1998,male,184,Mitchell,25
1998,male,182,Joseph,26
1998,male,170,Logan,27
1998,male,166,Bradley,28
1998,male,161,David,29
1998,male,160,Callum,30
1998,male,158,Hamish,31
1998,male,155,Andrew,32
1998,male,149,Christopher,33
1998,male,143,Sean,34
1998,male,142,George,35
1998,male,141,Isaac,36
1998,male,138,Jesse,37
1998,male,134,Bailey,38
1998,male,133,Tyler,39
1998,male,133,Oliver,40
1998,male,128,Harrison,41
1998,male,122,Timothy,42
1998,male,119,Taylor,43
1998,male,118,Adam,44
1998,male,114,Hayden,45
1998,male,112,John,46
1998,male,111,Scott,47
1998,male,107,Jonathan,48
1998,male,106,Cody,49
1998,male,100,Patrick,50
1998,male,99,Jake,51
1998,male,98,Jamie,52
1998,male,97,Robert,53
1998,male,97,Brandon,54
1998,male,96,Max,55
1998,male,96,Kyle,56
1998,male,90,Jason,57
1998,male,87,Angus,58
1998,male,86,Zachary,59
1998,male,86,Anthony,60
1998,male,85,Aaron,61
1998,male,84,Harry,62
1998,male,83,Ben,63
1998,male,82,Aidan,64
1998,male,81,Henry,65
1998,male,80,Shaun,66
1998,male,79,Jared,67
1998,male,79,Blake,68
1998,male,78,Taine,69
1998,male,78,Jackson,70
1998,male,77,Sam,71
1998,male,75,Joel,72
1998,male,71,Reuben,73
1998,male,70,Keegan,74
1998,male,70,Christian,75
1998,male,68,Troy,76
1998,male,68,Jeremy,77
1998,male,67,Richard,78
1998,male,64,Levi,79
1998,male,64,Finn,80
1998,male,63,Campbell,81
1998,male,62,Alex,82
1998,male,61,Mark,83
1998,male,60,Jarrod,84
1998,male,58,Peter,85
1998,male,57,Paul,86
1998,male,57,Oscar,87
1998,male,56,Trent,88
1998,male,56,Zane,89
1998,male,55,Shane,90
1998,male,55,Kieran,91
1998,male,54,Cole,92
1998,male,54,Brodie,93
1998,male,54,Corey,94
1998,male,53,Lewis,95
1998,male,52,Louis,96
1998,male,51,Regan,97
1998,male,51,Justin,98
1998,male,51,Edward,99
1998,male,50,Dominic,100
1982,male,776,Daniel,1
1982,male,740,Michael,2
1982,male,604,James,3
1982,male,574,Andrew,4
1982,male,554,David,5
1982,male,549,Matthew,6
1982,male,517,Christopher,7
1982,male,417,Jason,8
1982,male,394,Nicholas,9
1982,male,385,Mark,10
1982,male,367,Benjamin,11
1982,male,354,Richard,12
1982,male,352,Timothy,13
1982,male,311,John,14
1982,male,310,Jonathan,15
1982,male,309,Paul,16
1982,male,292,Scott,17
1982,male,291,Samuel,18
1982,male,278,Adam,19
1982,male,274,Robert,20
1982,male,273,Simon,21
1982,male,270,Aaron,22
1982,male,259,Joshua,23
1982,male,234,William,24
1982,male,234,Shane,25
1982,male,224,Nathan,26
1982,male,223,Luke,27
1982,male,219,Steven,28
1982,male,216,Stephen,29
1982,male,208,Gareth,30
1982,male,205,Peter,31
1982,male,204,Craig,32
1982,male,193,Ryan,33
1982,male,191,Thomas,34
1982,male,181,Shaun,35
1982,male,181,Joseph,36
1982,male,173,Hayden,37
1982,male,173,Jeremy,38
1982,male,158,Anthony,39
1982,male,152,Jamie,40
1982,male,148,Cameron,41
1982,male,136,Mathew,42
1982,male,136,Jared,43
1982,male,133,Blair,44
1982,male,128,Hamish,45
1982,male,126,Karl,46
1982,male,126,Bradley,47
1982,male,120,Phillip,48
1982,male,107,Justin,49
1982,male,101,Philip,50
1982,male,100,Gregory,51
1982,male,99,Brendon,52
1982,male,99,Brendan,53
1982,male,93,Carl,54
1982,male,91,Stuart,55
1982,male,86,Tony,56
1982,male,85,Alexander,57
1982,male,83,Damian,58
1982,male,80,Grant,59
1982,male,78,Patrick,60
1982,male,77,Edward,61
1982,male,74,Kevin,62
1982,male,73,Sean,63
1982,male,72,Ian,64
1982,male,71,Wayne,65
1982,male,71,Glen,66
1982,male,68,Lance,67
1982,male,67,Joel,68
1982,male,67,Adrian,69
1982,male,66,Brent,70
1982,male,66,Raymond,71
1982,male,65,George,72
1982,male,65,Shannon,73
1982,male,64,Jonathon,74
1982,male,63,Brett,75
1982,male,63,Kane,76
1982,male,61,Dean,77
1982,male,60,Logan,78
1982,male,60,Geoffrey,79
1982,male,59,Alan,80
1982,male,59,Ross,81
1982,male,59,Leon,82
1982,male,56,Darren,83
1982,male,56,Nigel,84
1982,male,55,Dylan,85
1982,male,55,Marcus,86
1982,male,53,Douglas,87
1982,male,53,Lee,88
1982,male,52,Jacob,89
1982,male,52,Ben,90
1982,male,51,Corey,91
1982,male,51,Fraser,92
1982,male,51,Jordan,93
1982,male,50,Isaac,94
1982,male,50,Troy,95
1982,male,50,Ricky,96
1982,male,50,Kyle,97
1982,male,50,Caleb,98
1982,male,49,Micheal,99
1982,male,47,Reuben,100
2014,male,313,Oliver,1
2014,male,265,Jack,2
2014,male,255,James,3
2014,male,244,Mason,4
2014,male,241,Liam,5
2014,male,234,William,6
2014,male,231,Noah,7
2014,male,228,Lucas,8
2014,male,207,Benjamin,9
2014,male,202,Jacob,10
2014,male,198,Ethan,11
2014,male,194,Hunter,12
2014,male,190,Alexander,13
2014,male,188,Samuel,14
2014,male,186,Charlie,15
2014,male,178,Max,16
2014,male,172,Ryan,17
2014,male,169,Thomas,18
2014,male,162,Cooper,19
2014,male,155,Daniel,20
2014,male,154,Jackson,21
2014,male,153,Levi,22
2014,male,151,Leo,23
2014,male,148,Braxton,24
2014,male,144,George,25
2014,male,142,Elijah,26
2014,male,139,Lachlan,27
2014,male,139,Isaac,28
2014,male,138,Joshua,29
2014,male,136,Oscar,30
2014,male,136,Henry,31
2014,male,135,Blake,32
2014,male,126,Jayden,33
2014,male,125,Carter,34
2014,male,121,Luke,35
2014,male,121,Harry,36
2014,male,116,Matthew,37
2014,male,116,Connor,38
2014,male,111,Luca,39
2014,male,111,Eli,40
2014,male,110,Harrison,41
2014,male,100,Riley,42
2014,male,98,Joseph,43
2014,male,97,Caleb,44
2014,male,94,Toby,45
2014,male,94,Ryder,46
2014,male,93,Tyler,47
2014,male,90,Flynn,48
2014,male,88,Xavier,49
2014,male,85,Jaxon,50
2014,male,85,Dylan,51
2014,male,83,Nathan,52
2014,male,82,Archie,53
2014,male,80,Logan,54
2014,male,80,Arlo,55
2014,male,79,Michael,56
